FileName,Metadata_TCA,Metadata_MISS_DISTANCE,Metadata_RELATIVE_POSITION_R,Risk_Level
CSPOC_0.xml,2023-12-02 18:37:14.465,3008.885021066774,618.1,WARNING
CAESAR_TRJ_1.xml,2023-12-02 18:37:14.939,3827.732234300821,440.4682248768708,ALERT
CAESAR_ALM_3.xml,2023-12-02 18:37:14.807,4879.397776383366,687.159093051933,WARNING
